"name_h","Team_type","Team_size_class","human_members_count","bot_members_count","human_work","work_per_human","human_gini","human_Push","human_IssueComments","human_PRReviewComment","human_MergedPR","bot_work","bot_Push","bot_IssueComments","bot_PRReviewComment","bot_MergedPR","eval_survival_day_median","issues_count"
"axpJKMw4VUPgOLYZRD9WiA/8wD0EeENDogcu7LxtQjLzA","human","Medium",5,0,34,6.8,0.28235294117647,17,14,3,0,0,0,0,0,0,2,16
"axpJKMw4VUPgOLYZRD9WiA/G849sctmBTe14CgMagOxxg","human","Medium",4,0,37,9.25,0.155405405405405,26,11,0,0,0,0,0,0,0,NA,NA
"B9PzzIpR63VurONbKp0hYQ/6uSnRAK6Hu4pYtP9qAKlkw","human-bot","Large",12,1,2260,188.333333333333,0.555088495575221,1308,502,429,21,50,0,50,0,0,NA,NA
"BbYFPEGiEwr9b8OxWL2k5g/QZ-BnI7a_WaQC11b_OEfQg","human-bot","Large",30,1,1876,62.5333333333333,0.574022743425728,285,1303,288,0,46,0,46,0,0,20,93
"BDFfwmHAKYM_htOui-EgrA/BA0TRZ2boSrvpEwwPRkM0A","human","Small",3,0,22,7.33333333333333,0.181818181818181,22,0,0,0,0,0,0,0,0,NA,NA
"bi5TY2Z4OSQq3PMs6JnKYA/0b76A8ecoLhOzEiN6pa8aA","human-bot","Small",3,1,142,47.3333333333333,0.64319248826291,138,4,0,0,51,0,51,0,0,NA,NA
"bi5TY2Z4OSQq3PMs6JnKYA/5wtZcUUo1XmLHIra8NDtFQ","human-bot","Medium",4,2,170,42.5,0.717647058823529,144,7,19,0,104,0,104,0,0,NA,NA
"bi5TY2Z4OSQq3PMs6JnKYA/9b9IqkDK14ketwn88f3hKA","human-bot","Small",3,2,189,63,0.624338624338624,174,10,5,0,125,0,125,0,0,35,9
"bi5TY2Z4OSQq3PMs6JnKYA/BZ_e7meioq89mc3y93Y37A","human","Small",3,0,34,11.3333333333333,0.607843137254901,34,0,0,0,0,0,0,0,0,NA,NA
"bi5TY2Z4OSQq3PMs6JnKYA/kIiAIJpk6lOa6Nxf234KkQ","human-bot","Small",3,2,88,29.3333333333333,0.636363636363636,74,7,7,0,74,0,74,0,0,NA,NA
"bi5TY2Z4OSQq3PMs6JnKYA/kxQc8LABdqGE7LByarlomw","human-bot","Small",3,1,200,66.6666666666666,0.593333333333333,159,37,4,0,36,0,36,0,0,3,27
"bi5TY2Z4OSQq3PMs6JnKYA/OGNzQyvxJwz60Zob0dtpwA","human-bot","Medium",4,1,238,59.5,0.724789915966386,227,9,2,0,28,0,28,0,0,0,11
"bi5TY2Z4OSQq3PMs6JnKYA/SJqhzr3ml_LliN3sxI5R2Q","human-bot","Small",3,1,107,35.6666666666666,0.623052959501557,104,0,3,0,24,0,24,0,0,NA,NA
"bixSIcqXIU3FNhQlubX5YQ/YJBD83uAnwHdVu3cFwbTjg","human-bot","Medium",4,1,453,113.25,0.3780353200883,128,142,183,0,23,0,23,0,0,79,72
"bNjOwQmmnBjzOQWfYVCQaA/dBOrRAWKWwSfaeomhkPDaQ","human","Small",3,0,69,23,0.280193236714975,33,29,7,0,0,0,0,0,0,NA,NA
"BpTJbYN-vbatr8Gh564YTQ/XYNcXmWlYFDIOzsInpMWDA","human-bot","Large",8,1,968,121,0.673295454545454,556,188,215,9,11,0,11,0,0,140,13
"BQE3rUtn1TgHht2aYgLNZg/g-6flz6qnp9BopeRaJySqw","human","Small",2,0,21,10.5,0.119047619047619,21,0,0,0,0,0,0,0,0,NA,NA
"btSSlUgh0dvh3TvZYR67UQ/D-pqE8UrTUclNo8ksEXKhA","human-bot","Small",3,1,526,175.333333333333,0.361216730038022,239,156,126,5,61,0,61,0,0,NA,NA
"btSSlUgh0dvh3TvZYR67UQ/MvSvqGgyI-lBe0ZN4eI1Sg","human","Small",3,0,62,20.6666666666666,0.440860215053763,51,5,6,0,0,0,0,0,0,NA,NA
"btSSlUgh0dvh3TvZYR67UQ/QIV_pCDXtyrezwshQCJlLA","human","Small",3,0,46,15.3333333333333,0.246376811594202,29,9,8,0,0,0,0,0,0,NA,NA
"btSSlUgh0dvh3TvZYR67UQ/VARJP4OHafMOknml4_OVoQ","human-bot","Small",3,1,62,20.6666666666666,0.225806451612903,49,11,2,0,13,0,13,0,0,9,10
"btSSlUgh0dvh3TvZYR67UQ/VYdiKIU6v2Mt7JNGpPNy7A","human","Small",2,0,102,51,0.215686274509803,79,18,5,0,0,0,0,0,0,12,8
"btSSlUgh0dvh3TvZYR67UQ/YP1M8VajPhu08MxyNvuurQ","human-bot","Small",2,1,104,52,0.278846153846153,63,23,18,0,23,0,23,0,0,16,6
"bVigZ7QSRGEnB8hDuFdpkQ/28rWDfpwDYGKTWTJjU4w9Q","human-bot","Medium",4,1,760,190,0.582236842105263,358,268,134,0,39,0,39,0,0,3,124
"bVigZ7QSRGEnB8hDuFdpkQ/IhB-pC2pVzt7ITKHL1xNMQ","human-bot","Small",2,1,177,88.5,0.415254237288135,113,47,17,0,20,0,20,0,0,13,53
"bxLD_LudiJ8mO7AZa8QgwQ/9LZ8c1ynzo_ohr4eRwcdcg","human","Large",8,0,51,6.375,0.517156862745098,51,0,0,0,0,0,0,0,0,NA,NA
"BZD56OtmcB0n9nPoJFidzQ/374u9JobD5H36hxrRdtQgg","human","Small",2,0,36,18,0.0277777777777777,36,0,0,0,0,0,0,0,0,NA,NA
"C6ZD_FM-QhRKBgIaJu2jLg/ux_AWTPQAIiwgQnb9zB2ug","human","Medium",4,0,31,7.75,0.21774193548387,17,12,2,0,0,0,0,0,0,NA,NA
"cdDO4ojnT2lTOSdMz8sHpA/ooc1rwH7seNTccsSCYWsRw","human-bot","Small",3,1,150,50,0.591111111111111,137,13,0,0,17,0,17,0,0,0,31
"cdDO4ojnT2lTOSdMz8sHpA/yMnANbeCl357cWVwXWy9kA","human-bot","Small",3,1,191,63.6666666666666,0.572425828970331,181,10,0,0,26,0,26,0,0,8,32
"ChhIzGQNr9tq7mCMZw17FA/EUzOBM0WRT3A0AqDDgZ7gw","human-bot","Large",9,1,841,93.4444444444444,0.762055753732329,400,421,0,20,6,0,0,0,6,1,205
"cjO15Oey_bsDTGq48nX7Yw/BzodVQLk5767qxp0WeeUPQ","human","Small",2,0,75,37.5,0.06,42,0,33,0,0,0,0,0,0,NA,NA
"Cp8UeIqg2NGXbtmCvdOVLg/lb8rD76HubSn1rBoXxQj7A","human","Large",11,0,1202,109.272727272727,0.562547269702011,471,277,454,0,0,0,0,0,0,39,49
"CqfHUEtRaVqqXUKN_fS17A/yCSRUTxkyPzoSOf3ciTCgA","human-bot","Small",2,1,581,290.5,0.00430292598967297,57,448,76,0,14,0,14,0,0,3,94
"CqqZ-Ta2DJQcYsp_VrGG1Q/Vpof6FyWiiC7YQJOJbPZUA","human-bot","Small",3,1,27,9,0.419753086419753,27,0,0,0,36,36,0,0,0,NA,NA
"Cqre8Re6M01XbwaSHT3Kcg/Fa3_w52dfYiqleA7ZNNJWg","human","Small",2,0,28,14,0,28,0,0,0,0,0,0,0,0,NA,NA
"CuthdeV9BBPsTr3JNmt-hg/IgYRtqeLOiNWsmarP4FCgQ","human-bot","Medium",4,1,94,23.5,0.553191489361702,44,40,10,0,34,0,34,0,0,36,15
"cuuO3CBoXGYKpyOY07vvVw/CiRIngvU8rV9LedqMG884w","human-bot","Large",10,1,1028,102.8,0.698054474708171,476,310,242,0,164,0,164,0,0,9,90
"cuuO3CBoXGYKpyOY07vvVw/n2P0uqMVSaUcz-cAE-2Q7A","human-bot","Medium",4,1,171,42.75,0.340643274853801,64,64,43,0,15,0,15,0,0,198,73
"cuvHN11rjETpfRBlA9LwMg/ZgarRRGbZOdBY8T50FvNQg","human","Medium",4,0,373,93.25,0.325067024128686,108,265,0,0,0,0,0,0,0,1,103
"CWghQeCv2EVQNS-Wb6M_EA/N0nGHZBEl2y-GPcfOGvytQ","human","Small",2,0,9,4.5,0.166666666666666,7,2,0,0,0,0,0,0,0,NA,NA
"d11UbwJrdVnG8iKx3TK9kA/DwZSq7QlPffhX01iDh_mfw","human-bot","Small",3,1,397,132.333333333333,0.577665827036104,120,260,17,0,32,0,32,0,0,1,170
"d4vny38ZAxDiIhzJ9mWBSg/asvMbuWTEaKoCQNkE0UJoQ","human","Medium",5,0,43,8.6,0.372093023255814,43,0,0,0,0,0,0,0,0,NA,NA
"DEFwBDxx6l5vho7hEdAmzQ/ooJYHOvOGwh4TbiRugWFNQ","human","Medium",5,0,283,56.6,0.456537102473498,114,157,12,0,0,0,0,0,0,1,46
"DevSiHbJAM-XpY7qknTWIA/ZQC28gcQYc30ailijMZxIg","human","Medium",5,0,367,73.4,0.680108991825613,293,74,0,0,0,0,0,0,0,173,164
"dhhU3r2TlJwwy9gIIZA4yw/dhhU3r2TlJwwy9gIIZA4yw","human-bot","Small",3,1,659,219.666666666666,0.65048052604957,562,97,0,0,22,0,22,0,0,43,82
"DHVTbI_uImJQ1tOQMl_BnQ/xxOlV7drkegx011IqnCkDQ","human-bot","Medium",5,1,282,56.4,0.7177304964539,265,8,9,0,9,0,0,0,9,NA,NA
"dONQnlabJ76NyiesZDhgaw/5Z26n_sfY_gu_ELgILfddQ","human-bot","Small",3,1,195,65,0.608547008547008,188,0,0,7,67,0,67,0,0,0,6
"dONQnlabJ76NyiesZDhgaw/fPjF3n9r3ovX76NBfVjHgg","human-bot","Small",3,1,354,118,0.612052730696798,324,7,0,23,22,0,22,0,0,14,8
"dONQnlabJ76NyiesZDhgaw/HnatlF10klCIQLgdf9hZWg","human-bot","Small",2,1,161,80.5,0.487577639751552,159,2,0,0,40,0,40,0,0,28,5
"dONQnlabJ76NyiesZDhgaw/Ii9aDGcd3tT781KIH9T7eg","human-bot","Small",2,1,88,44,0.386363636363636,88,0,0,0,32,0,32,0,0,NA,NA
"dONQnlabJ76NyiesZDhgaw/JLxKDq7QqQebPATHx5URrg","human-bot","Small",2,1,82,41,0.48780487804878,82,0,0,0,33,0,33,0,0,NA,NA
"dONQnlabJ76NyiesZDhgaw/L7cPfm76WZYnwatPWz0H4Q","human-bot","Small",2,1,77,38.5,0.318181818181818,77,0,0,0,32,0,32,0,0,NA,NA
"doQNUrl6BEIxCLiFg1qlsw/4p2xgpC8dKxj9MhW_vmL8A","human-bot","Large",12,1,2557,213.083333333333,0.488691174553513,355,1246,945,11,320,0,320,0,0,55,835
"doQNUrl6BEIxCLiFg1qlsw/jiraBJMqLKwImJ6-mziS_A","human-bot","Medium",5,1,1075,215,0.600558139534883,429,426,193,27,72,0,72,0,0,15,427
"DQXfmxfUVOArrHiQYlPZGg/vDdRIg6TtA72csQxy94FNQ","human","Small",2,0,69,34.5,0.297101449275362,34,35,0,0,0,0,0,0,0,0,12
"Dt7BLjLq3PKEnZq0oohkiw/_qBaFKywmk1kDSWlzkLP2w","human-bot","Large",8,1,269,33.625,0.411245353159851,113,108,48,0,114,6,108,0,0,NA,NA
"Du6gOueRmcjcbxWCdEAgKQ/eN7wT7Tt_3ZCsvwNMpYkYw","human","Large",13,0,927,71.3076923076923,0.659364368102232,187,680,60,0,0,0,0,0,0,22,312
"DUnkFHFplcEK5mo58hCbaA/9EWZAlLCqWADXrE_jaGjAA","human","Medium",5,0,318,63.6,0.642767295597484,294,21,3,0,0,0,0,0,0,0,38
"DVh7EgPWRsXgH6xfEnd7xQ/kOZcLrefdLpdpHOmLB7yXw","human","Small",2,0,42,21,0.142857142857142,30,12,0,0,0,0,0,0,0,NA,NA
"DWzZ6KSAu89Syu4yUHqGRQ/HM8xnkyGhSq8M1mvz2hV3w","human","Small",3,0,28,9.33333333333333,0.523809523809523,28,0,0,0,0,0,0,0,0,NA,NA
"dyn_gpf1VmC9MOGo0ZG75w/Q5QzQrN2WhO45pM5B-JOHQ","human","Medium",4,0,153,38.25,0.429738562091503,96,33,24,0,0,0,0,0,0,NA,NA
"dZvaysch8VSvb7rT1gLq6Q/sqIEhng8EoAyQTc0Ms1CXQ","human-bot","Medium",6,1,108,18,0.669753086419753,83,14,11,0,21,0,21,0,0,5,12
"e7tZdwujz24CB5C6W3fnWg/5nWIWHn_eyZH6dRYALNpgg","human","Medium",4,0,301,75.25,0.563953488372093,207,38,56,0,0,0,0,0,0,34,62
"e7tZdwujz24CB5C6W3fnWg/BZS5tUa9YYxzHeCWXsvCNQ","human","Small",2,0,41,20.5,0.256097560975609,13,28,0,0,0,0,0,0,0,9,18
"Eag923DVr5ucXmbrQRLn5w/dirNQfG34StIw2hLBMjzUw","human","Small",2,0,22,11,0.0909090909090909,17,5,0,0,0,0,0,0,0,NA,NA
"eau1pOQYwnzWYNwcKXl-qQ/-ZINNXPWvlSznOXnAJOwkg","human","Small",2,0,27,13.5,0.425925925925925,24,3,0,0,0,0,0,0,0,NA,NA
"eFqx5qo4-OEbTu9CS0Xosw/BwekL-nwj_bNR9E9aCzUPQ","human","Large",7,0,1381,197.285714285714,0.565635667735595,225,640,516,0,0,0,0,0,0,11,325
"eIOrG09vYc80gjc-U2IZ9Q/Sct_TTYcQ2sfX2xanCKovg","human","Small",2,0,49,24.5,0.377551020408163,34,13,2,0,0,0,0,0,0,NA,NA
"eIPosZ68E2LjtaixYK65EQ/0Rp6D1ZR1w4YspfD1H-PfA","human-bot","Small",3,1,1639,546.333333333333,0.413260117958104,1114,283,223,19,156,0,156,0,0,21,204
"EjpPgOq_HH90htBddkV-Sw/HshWPt4qCSXJ9W0xV2OgWw","human-bot","Small",2,1,47,23.5,0.223404255319148,45,2,0,0,46,0,46,0,0,NA,NA
"EjpPgOq_HH90htBddkV-Sw/mMqYIeNE0opAWXSWVN6o5Q","human","Small",2,0,56,28,0.303571428571428,56,0,0,0,0,0,0,0,0,NA,NA
"emz46gJX8y-_z2EgFIgkhA/B0VltaIMnbhcnBB0_IAriA","human","Small",2,0,23,11.5,0.326086956521739,23,0,0,0,0,0,0,0,0,NA,NA
"eN_a2VYCMctRzOP7eHKFJg/5r_OuF-RF7hoBMd_iys_KQ","human-bot","Medium",4,1,554,138.5,0.656137184115523,367,59,128,0,13,0,13,0,0,21,97
"EVwSwanSxgieUWrSaocs1w/I4lskFMfmwxBvom2OeE_rA","human-bot","Small",2,1,26,13,0.153846153846153,26,0,0,0,33,0,33,0,0,NA,NA
"EVwSwanSxgieUWrSaocs1w/ZJo7vTr6RGQHCeFZCyB10A","human-bot","Small",2,1,17,8.5,0.088235294117647,17,0,0,0,33,0,33,0,0,NA,NA
"F7CYZxK3HpPAfj3PWE8kVA/ZUu0xgO6hE07G6PfEabYcw","human","Medium",4,0,33,8.25,0.446969696969696,28,5,0,0,0,0,0,0,0,NA,NA
"f7Eo21MyQpwfg3Jz92nq7w/3tyEIX_6UNtHSDqrzqDSHQ","human-bot","Large",8,1,78,9.75,0.487179487179487,54,17,7,0,18,0,18,0,0,NA,NA
"f7Eo21MyQpwfg3Jz92nq7w/ElxFeDcmu26CxZIHraOZZg","human-bot","Large",7,1,65,9.28571428571428,0.404395604395604,35,30,0,0,22,0,22,0,0,NA,NA
"f7Eo21MyQpwfg3Jz92nq7w/PHHeSLwiU7U57TaEdDL9Zg","human-bot","Large",7,1,73,10.4285714285714,0.422700587084148,50,20,3,0,17,0,17,0,0,0,11
"f7Eo21MyQpwfg3Jz92nq7w/R_qMhRMlg0dHK6WXnc12KA","human-bot","Large",8,1,90,11.25,0.380555555555555,54,33,3,0,25,0,25,0,0,NA,NA
"f7Eo21MyQpwfg3Jz92nq7w/wG2sGb_3JFH-mtNIqi6jNQ","human-bot","Medium",6,1,37,6.16666666666666,0.382882882882882,26,6,5,0,14,0,14,0,0,NA,NA
"f98q7bdDsSQYCtOMCf7bFQ/zUDsxb734kH4xm4M8BO-HQ","human-bot","Small",3,1,43,14.3333333333333,0.372093023255814,29,11,3,0,1,1,0,0,0,NA,NA
"Faf16fzx4L9UnbvU8d9szg/7mSiCS7m4gJT301yTwPpBw","human-bot","Small",3,1,77,25.6666666666666,0.372294372294372,65,0,12,0,38,0,38,0,0,NA,NA
"FAhkB4rsocfDW0vrM8U8NA/3KHgTzOwWtAxTXlp_mbqoA","human-bot","Large",15,2,4821,321.4,0.689096314734149,2564,1801,386,70,270,90,116,52,12,13,1522
"FAhkB4rsocfDW0vrM8U8NA/79hTfi93ZsVkOhkxGogN5Q","human-bot","Large",17,1,348,20.4705882352941,0.727518593644354,337,10,1,0,17,0,17,0,0,NA,NA
"FAhkB4rsocfDW0vrM8U8NA/jbgxqYEL0BTbxLSeDRNyrg","human-bot","Large",8,1,168,21,0.34375,71,33,64,0,10,0,10,0,0,12,32
"FAhkB4rsocfDW0vrM8U8NA/Ng4uzgdQdnXc7YC6hn1tzQ","human-bot","Small",3,1,228,76,0.558479532163742,152,75,1,0,13,0,13,0,0,42,90
"FAhkB4rsocfDW0vrM8U8NA/NZlLRVCRuLxzFuuRWU2Odg","human-bot","Large",34,1,3194,93.9411764705882,0.702530479944012,240,1746,1203,5,137,0,137,0,0,10,500
"FAhkB4rsocfDW0vrM8U8NA/Tl_ZLGwQZrAi-GHyEKl_jA","human-bot","Large",18,2,2328,129.333333333333,0.68012600229095,573,795,960,0,117,12,66,39,0,22,303
"FAhkB4rsocfDW0vrM8U8NA/x48tfDezFe8qzB_Gbe_tMA","human-bot","Large",54,1,15448,286.074074074074,0.625009590118342,2056,7944,5382,66,282,0,282,0,0,9,1015
"FAhkB4rsocfDW0vrM8U8NA/zHikYkcLoXRCKt2cUrRvvg","human-bot","Large",17,2,816,48,0.683823529411764,177,447,192,0,217,45,113,59,0,11,241
"fCU0oLsk2VDqt1FQd442wQ/vw66CigJCpLmnGJpmxSrwg","human-bot","Large",14,1,1637,116.928571428571,0.791212147656863,518,935,184,0,92,0,92,0,0,2,246
"FDb_8jwa45uK520TxpQ9bw/xSBZ8ZL5Cgew8MHvU9tKtw","human","Medium",4,0,160,40,0.565625,104,47,9,0,0,0,0,0,0,54,16
"FGpMFK2rWnBUxlxkri8Odw/OjSoKzriwQgjYnWHmaRCcQ","human","Small",3,0,31,10.3333333333333,0.043010752688172,17,11,3,0,0,0,0,0,0,NA,NA
"FHn2oD12fabjlrDK8eaU4A/HCHZsZKYZF-iU02YKO4HeA","human-bot","Medium",6,1,461,76.8333333333333,0.442877801879971,175,227,50,9,6,0,0,0,6,3,84
"fIgBqtr96Q68yDzTQRclMA/eAngM6cO0sPH6rOIX8lYaA","human-bot","Large",10,1,700,70,0.570285714285714,381,183,136,0,46,0,46,0,0,76,109
"FJmB0zbVT0ileOMUPtWRIQ/v2hyhTxDNjcQKAdrTbpb-g","human-bot","Small",3,1,8,2.66666666666666,0.416666666666666,8,0,0,0,24,24,0,0,0,NA,NA
"fkkmd8ab0sbjKIQZYKKfOA/tZ6dSuhVcyZ9RPiiPuWjMw","human-bot","Medium",5,1,197,39.4,0.527918781725888,74,91,32,0,62,0,62,0,0,0,23
"FseyYcRsRo_SPy33zmFRjA/nuIn5hUXe7uVSjgXkRsr5w","human-bot","Small",2,1,162,81,0.308641975308642,113,12,37,0,5,5,0,0,0,NA,NA
"FUXrA4bE01abs9kN7Czw2w/_n-GXPqrrB8rikeOy_lrJQ","human","Large",13,0,1368,105.230769230769,0.712550607287449,935,262,171,0,0,0,0,0,0,12,430
"FWlY7MhFDPs6I4lwqFU_Zg/0lxyhqRtu27uzFz92s1YGA","human","Medium",6,0,884,147.333333333333,0.589366515837104,689,188,7,0,0,0,0,0,0,19,155
"fXw5RvENaz6by5XAZzoajA/9xNF7TiDMUdA8OL0-diWsQ","human-bot","Medium",4,1,189,47.25,0.496031746031746,136,19,34,0,10,0,10,0,0,84,14
"fXw5RvENaz6by5XAZzoajA/r0Jz9LP1xzgSjw1GpDOGEA","human-bot","Large",7,1,389,55.5714285714285,0.634594197576202,160,179,50,0,26,0,26,0,0,4,55
"Fy0F45q88KVF3TGPY-SOJA/IYxa3hsDuJG4BVBMu1yX7A","human","Small",3,0,45,15,0.562962962962963,45,0,0,0,0,0,0,0,0,NA,NA
"g2AZQrZ2vF1r4L47w0l-Ug/7uxzPhX4rWfY2s9RmS9N9g","human-bot","Medium",4,1,716,179,0.499301675977653,504,192,5,15,60,0,60,0,0,2,213
"G4ciXHNLCpNOnOM__FPJzg/QIHHVGu1EWNeokNu5tRNKQ","human","Small",3,0,301,100.333333333333,0.571428571428571,135,126,40,0,0,0,0,0,0,NA,NA
"G4ciXHNLCpNOnOM__FPJzg/v1eHYw68dE0va5OeQQoAig","human-bot","Large",10,1,2721,272.1,0.822087467842704,1322,1289,64,46,282,0,282,0,0,6,717
"G5SMufxCBdRg7Z0noPNUTw/iCYEz1vcvF0LWGSBxJp5Hw","human-bot","Small",3,1,177,59,0.39924670433145,170,7,0,0,138,19,119,0,0,NA,NA
"GBTWLXvlyypMN1EnYUTX-g/8fvuxXXVNZjTvBgoQ5LK0A","human-bot","Small",2,1,84,42,0.214285714285714,64,10,10,0,23,0,23,0,0,NA,NA
"GChw8QQ_KUPepXGZGDWicQ/i0sviV9jQfSbU5pGv-PSYQ","human-bot","Small",2,1,94,47,0.276595744680851,62,23,9,0,14,14,0,0,0,0,15
"GFE1T243KmIE1u3w90Om1w/yg3RgoWxhlnPqoeVlNhTkQ","human-bot","Medium",5,1,144,28.8,0.569444444444444,62,36,46,0,22,0,22,0,0,8,23
"ggTe6Jckzm9wNiPu-7PnnA/0FabeGA8-XikkTeMlgUcqw","human","Small",3,0,400,133.333333333333,0.333333333333333,331,65,4,0,0,0,0,0,0,144,38
"giooZl50Eth7UWHquJK5lg/fj6ofzsYhbLTnta4Y4my1Q","human-bot","Small",2,1,203,101.5,0.495073891625615,202,1,0,0,47,0,47,0,0,0,15
"gIQ2G_m2P6ZuzTVXknlqVQ/qaMPkH89iSRkEcsdjDmHow","human","Small",2,0,30,15,0.166666666666666,6,24,0,0,0,0,0,0,0,NA,NA
"glwZMmNwLgd9EWhRW4CBcw/npZUsA0pDuscTVXNqp1-ug","human-bot","Medium",5,1,193,38.6,0.484974093264248,165,27,1,0,32,0,32,0,0,NA,NA
"gNJEGO7gaygHi0Xs_pvTbg/KHvCA-cVnsvfCHHvYhpZnw","human","Medium",5,0,172,34.4,0.388372093023255,65,107,0,0,0,0,0,0,0,0,108
"GRG0ycqaVJHONxjFyFSH4A/icelsz3xYgUqQn_wx6s8xg","human","Medium",5,0,74,14.8,0.124324324324324,10,62,2,0,0,0,0,0,0,0,28
"gTEYgAhIF-JfFC38Pe_DVw/FTxxjshP3pvQ90D4UNrB5A","human","Large",8,0,154,19.25,0.444805194805194,154,0,0,0,0,0,0,0,0,NA,NA
"gyLeobRpXh3w8LmbIdRQXg/j3BB6mgbbWPnJXPOXBaA9A","human-bot","Small",2,1,507,253.5,0.480276134122287,470,19,18,0,24,0,24,0,0,31,47
"h2AGUv6cPDlb3DiaCM5Ntw/UEakP9P4GEvoZDWePVyb2g","human","Small",2,0,97,48.5,0.479381443298969,97,0,0,0,0,0,0,0,0,NA,NA
"H9vGdaaP1YVEiTPLrfBRxw/IzEjU4qVFvS84e1BW2QJLw","human-bot","Medium",4,1,281,70.25,0.388790035587188,231,34,16,0,55,0,55,0,0,NA,NA
"HAcK9vOZl0KXMfObU8HJ4Q/yvj--in_zp-8WhyEGGDoqw","human-bot","Small",2,1,72,36,0.333333333333333,53,11,8,0,4,4,0,0,0,NA,NA
"hgv-3y9Die1tLpnzNs6_NA/hgv-3y9Die1tLpnzNs6_NA","human-bot","Large",12,1,2293,191.083333333333,0.696794592237243,940,1286,67,0,111,0,111,0,0,10,230
"hK1G29Exx1rqZeqygZ8pQA/N8CfLYocAtLO9EnZJaIlCQ","human-bot","Medium",4,1,392,98,0.346938775510204,349,39,4,0,17,0,17,0,0,7,177
"hKvuUFIh4HL0fiwgzpquUA/23Ai2xnKF7ehi6Ge8sjipA","human-bot","Large",9,1,398,44.2222222222222,0.634840871021775,155,211,32,0,18,0,11,0,7,9,53
"hmgNUKTisuYgvgq3LH6X3g/enAzDeunE20nP9AB5-wu_g","human-bot","Small",2,1,79,39.5,0.487341772151898,78,1,0,0,17,0,17,0,0,1,32
"HWM9r7rpXF8Q7jXAo8ShRQ/JTCP509cmWAtE3-Sv28qBg","human","Small",2,0,23,11.5,0.413043478260869,23,0,0,0,0,0,0,0,0,NA,NA
"hXoZRbHPbVxh--funPXSiw/iNU0l_SpKVjGfHOp8vUt8w","human-bot","Small",2,2,910,455,0.0659340659340659,207,369,334,0,114,0,114,0,0,4,64
"hyiZiFwXhZNneeIkxnJ1Ug/6xsN62US3g59csggETSkYw","human","Small",2,0,25,12.5,0.42,25,0,0,0,0,0,0,0,0,NA,NA
"HYlT554vTKWJ-MJ_of9OOQ/E_r0qAEdYXq2HBj0rMXbaQ","human","Small",2,0,29,14.5,0.224137931034482,29,0,0,0,0,0,0,0,0,NA,NA
"HzhwvidPbEmz4xoMZyiVfw/sLD5mQnrR9IArF8AF21IGA","human-bot","Large",11,1,497,45.1818181818181,0.767148344613133,492,5,0,0,90,90,0,0,0,NA,NA
"i_W8Bee2LcTjoxHjx8Vk2Q/RjUZvvHP1o39mUhOxe4EcA","human","Medium",6,0,657,109.5,0.554794520547945,400,145,112,0,0,0,0,0,0,3,52
"I0yWSrCv2Tn-LWp-Xn3LHw/dvfdpyHO1vS1Ars7aKglRg","human","Small",3,0,29,9.66666666666666,0.413793103448275,29,0,0,0,0,0,0,0,0,NA,NA
"I1zTLQ0sX0_e1IKG0DL4FQ/1obWttaaw8DkHzSckiVWpw","human","Small",2,0,22,11,0.181818181818181,22,0,0,0,0,0,0,0,0,NA,NA
"i5DtZFAdPQkqH1rDsU80PA/DJ_gWzKibuno0HEbOQBKcQ","human-bot","Small",3,1,121,40.3333333333333,0.484848484848484,71,39,11,0,30,0,30,0,0,4,40
"i5YFEkknjutnUjNZXOyg3g/Q-VcM-E-yt5UImgDmN8qQw","human","Small",3,0,91,30.3333333333333,0.153846153846153,91,0,0,0,0,0,0,0,0,NA,NA
"I9aFTiqX44FoEsIsa1sR0g/4mjcOhM85X5KPHTx8wtn_w","human","Medium",5,0,748,149.6,0.77807486631016,733,15,0,0,0,0,0,0,0,0,20
"iA0iaOJzE36WSkwVRkPtoA/a61QxH1chchxDCTRKgeh1g","human","Medium",5,0,26,5.2,0.246153846153846,26,0,0,0,0,0,0,0,0,NA,NA
"ibfurkLReUiMbd0v3pjwIg/FSzY9-ZHmv_Ln2Qy8ARtVg","human-bot","Small",2,1,233,116.5,0.448497854077253,199,22,12,0,25,0,25,0,0,47,18
"ibPkRL8wULOcIekSgQ-e2w/s-RN85yjJV03lxFa0-InHQ","human-bot","Small",2,1,571,285.5,0.485989492119089,546,21,4,0,96,0,96,0,0,5,73
"IDJdB90q5F-NNkmRrzjLFQ/-Tl8Cz4wT0kGUpspImRM0g","human-bot","Large",11,1,2085,189.545454545454,0.652714192282537,253,1468,358,6,362,174,188,0,0,56,312
"iDQFdgyOrG9XnmYIJ1ZwsQ/CcnqAEsMCCK3W97DIrkP9A","human-bot","Large",18,1,975,54.1666666666666,0.556638176638176,243,704,28,0,96,19,73,4,0,0,294
"igHT01L5-7X7AFeUJ3FYLg/6C8D_0yBCB3H-audcSRNRQ","human","Small",2,0,79,39.5,0.132911392405063,74,4,1,0,0,0,0,0,0,NA,NA
"iI6ziDUfY2jsPO-6dx7ZMA/kpqIdOLesm_dTFvRSof_-A","human","Small",2,0,31,15.5,0.0161290322580645,31,0,0,0,0,0,0,0,0,NA,NA
"IiUao8vA_zm_uEIVVLI-Sw/91ya8vlSP8qgwCllH_6BSw","human","Large",25,0,3599,143.96,0.863506529591553,1249,2350,0,0,0,0,0,0,0,0,1245
