"name_h","Team_type","Team_size_class","human_members_count","bot_members_count","human_work","work_per_human","human_gini","human_Push","human_IssueComments","human_PRReviewComment","human_MergedPR","bot_work","bot_Push","bot_IssueComments","bot_PRReviewComment","bot_MergedPR","eval_survival_day_median","issues_count"
"r8jM86JdncjikqcLIxT1KA/TGfEcj7moj5Jzf7lp6EpcQ","human","Small",2,0,36,18,0.0555555555555555,24,7,5,0,0,0,0,0,0,NA,NA
"RAtEUtifcd1nLjGg-UKXBg/Sk3uzPW33N-7C0H9hEC6aQ","human","Small",3,0,70,23.3333333333333,0.142857142857142,70,0,0,0,0,0,0,0,0,NA,NA
"rc247LkRox4gnpYXtsWWAw/F9P6HvEohwpzI1m4qEuCZw","human","Medium",5,0,71,14.2,0.523943661971831,28,26,17,0,0,0,0,0,0,13,6
"RCJ9J6AvDHd2fMEvN5600g/m8ZcKr7BQXeP-qcpSJ8-hw","human","Medium",5,0,99,19.8,0.343434343434343,73,26,0,0,0,0,0,0,0,1,6
"rdwm3wdaTgELoQ963SW94Q/pjvBMdUkcU9lssVNDFQw0A","human","Small",3,0,40,13.3333333333333,0.233333333333333,40,0,0,0,0,0,0,0,0,NA,NA
"ReeJIVTm1BiV_SO5tNDVFA/0DyNJHtC341DeboKhr6ZAw","human-bot","Large",10,1,693,69.3,0.578210678210678,97,559,37,0,1000,997,3,0,0,91,130
"ReeJIVTm1BiV_SO5tNDVFA/cSaNWDk0RrYX6hcg-eoBoQ","human-bot","Medium",6,1,278,46.3333333333333,0.394484412470024,59,197,22,0,15,0,15,0,0,NA,NA
"ReeJIVTm1BiV_SO5tNDVFA/ZfIj2C4Weg8to684MM7PGA","human-bot","Large",15,2,2211,147.4,0.544067541082466,214,1312,685,0,50,0,47,3,0,9,6
"RfEoGeOZ-A3jImBczvGF8w/zSdlpyGLbr2Ffm6EWLyMEw","human-bot","Medium",6,1,418,69.6666666666666,0.482456140350877,251,119,26,22,65,0,65,0,0,15,218
"rG4woWflhjIUSjwYGkGK9A/_KrDiClcQtASerpwO9FZ0w","human","Medium",5,0,71,14.2,0.507042253521126,33,31,7,0,0,0,0,0,0,NA,NA
"rG4woWflhjIUSjwYGkGK9A/e6mQShuexW3E6FZe9Z_fcg","human","Medium",5,0,51,10.2,0.596078431372548,22,28,1,0,0,0,0,0,0,7,13
"RIunisWarq_CPBS22lDmmA/ASjIXhUF7N3D75F_YdVDmQ","human-bot","Small",2,1,136,68,0.485294117647058,117,11,0,8,56,0,56,0,0,78,10
"Rke1Gt_9156WeVkxOtxY7w/_IrR4cm_ebWkp4B7AubX0A","human","Medium",5,0,166,33.2,0.739759036144578,166,0,0,0,0,0,0,0,0,NA,NA
"ROiTAU7SJQNy_sCpyINDkw/keGqZ-sD0NbGVH8_FxsZlg","human-bot","Medium",4,1,207,51.75,0.554347826086956,103,82,22,0,27,0,27,0,0,31,29
"ROWwIEddQryJzc7vl7nTWQ/_GEQzVeMWyYnaL12CEJ2-g","human","Large",10,0,186,18.6,0.553763440860215,149,36,1,0,0,0,0,0,0,64,17
"RP3OST-rPRYQzhREiJ0xVw/5pyE81vwSXAC2xjYADEJEA","human-bot","Medium",6,1,224,37.3333333333333,0.636904761904761,164,27,33,0,20,20,0,0,0,NA,NA
"RP3OST-rPRYQzhREiJ0xVw/Es0aKaLlGfElpHwkbMOTzg","human-bot","Medium",6,1,102,17,0.532679738562091,90,6,6,0,20,20,0,0,0,NA,NA
"rtEiFsRjOx4tC09nBt8kpw/KfIA3kdqOvgjFAy06gJ0NA","human","Small",2,0,22,11,0.409090909090909,18,4,0,0,0,0,0,0,0,NA,NA
"s0G9iy88ibataWiFM81Q5g/rKEOzpk0iPm1i385LEWyBQ","human","Medium",4,0,47,11.75,0.27127659574468,47,0,0,0,0,0,0,0,0,NA,NA
"S8Mlts6voOAuRvrLEzUUwQ/6lwvrEheHXLoLzw2ohH5FA","human","Small",2,0,26,13,0.384615384615384,26,0,0,0,0,0,0,0,0,NA,NA
"SbbQOcrgxxTNGQGqfVdvsA/PcEtkvi9GHSTvrCYvFT4Bg","human","Small",2,0,95,47.5,0.163157894736842,61,2,32,0,0,0,0,0,0,34,6
"sdJYSIlyI8h0ITiqLCLVvw/m4OHr6Thm04-BYsBZmXGkQ","human-bot","Large",7,1,590,84.2857142857142,0.511864406779661,240,82,268,0,14,0,14,0,0,7,7
"sEigOCbhK2omjAs4hTKuaA/lu4hSAGADO8qQ9HKnYYpfw","human-bot","Large",11,1,201,18.2727272727272,0.516508367254635,61,134,6,0,11,0,11,0,0,41,65
"sEigOCbhK2omjAs4hTKuaA/pJ4p2w4qYk2I-WVZXcPF5A","human","Large",8,0,126,15.75,0.567460317460317,64,29,33,0,0,0,0,0,0,6,10
"sF2N2CqfSnyR7P85PFHrpg/5k0ovI-ebRCzSdg903S3ow","human-bot","Large",23,1,116,5.04347826086956,0.255622188905547,45,70,1,0,9,5,4,0,0,0,28
"sGXreEKSw_qr0UG18PdRAQ/kDpOGXJhrziSMq_yZLoWxw","human","Small",3,0,812,270.666666666666,0.394088669950738,795,0,0,17,0,0,0,0,0,NA,NA
"sIvk6F9eBmLNavTjMZaWjg/6woZF5diTdOkj6aB0wYSEg","human","Medium",5,0,40,8,0.63,37,0,3,0,0,0,0,0,0,NA,NA
"SIyIP9Ggxkhnt_bOiXYQyQ/ATfqPyoIENBt1d7tCX6cQA","human","Medium",4,0,136,34,0.452205882352941,13,123,0,0,0,0,0,0,0,13,58
"Sk9myE3w2SH19ILOqaekhQ/5d85ZjqvDAwjdp5l6d2-_w","human","Small",3,0,448,149.333333333333,0.532738095238095,322,109,17,0,0,0,0,0,0,28,86
"smyIOXPyL6EMQ_JqjxhWxQ/-tWN5zZkldtGUM_vrC_NYQ","human","Small",2,0,25,12.5,0.14,25,0,0,0,0,0,0,0,0,NA,NA
"sOlXFZQXH7-_cjI8rnR6ww/CrbmAdmIs6Zqf4Ff7ul1_Q","human","Large",13,0,662,50.9230769230769,0.597490123169881,278,298,86,0,0,0,0,0,0,25,51
"spL8LX3lBfeOPK4bBuqFSA/bkk-seJ9inTX7FeK-3cKzw","human","Medium",6,0,322,53.6666666666666,0.493788819875776,169,63,83,7,0,0,0,0,0,NA,NA
"spL8LX3lBfeOPK4bBuqFSA/il2lLtEmRH01nnDAVyGoqg","human-bot","Medium",5,1,758,151.6,0.51820580474934,391,216,146,5,243,0,243,0,0,13,34
"spL8LX3lBfeOPK4bBuqFSA/spL8LX3lBfeOPK4bBuqFSA","human-bot","Large",11,1,1935,175.90909090909,0.611040638947615,397,1410,128,0,326,0,326,0,0,30,1019
"SPlwRcwL2XfzJsj1z11bMg/8TWU4Jy7qJhjI-PPUtKkRQ","human","Small",2,0,98,49,0.489795918367346,96,2,0,0,0,0,0,0,0,NA,NA
"SPlwRcwL2XfzJsj1z11bMg/9IE589m_2rC1N0IS4G85lA","human-bot","Medium",5,1,397,79.4,0.574307304785894,240,145,0,12,13,0,13,0,0,9,5
"SPlwRcwL2XfzJsj1z11bMg/elGxZt_iNd_sKQGiTtL2cQ","human-bot","Small",2,1,159,79.5,0.20440251572327,116,43,0,0,63,0,63,0,0,4,31
"SPlwRcwL2XfzJsj1z11bMg/rTvG3Q9DnjxOGD1aRHjkSw","human-bot","Medium",6,1,400,66.6666666666666,0.619166666666666,270,125,0,5,29,0,29,0,0,10,90
"sq4hB0bA5jL3X3tvK_-stg/5YplqVgfP__pUXTJ9SMoQA","human-bot","Medium",4,2,484,121,0.626033057851239,304,180,0,0,298,0,298,0,0,12,92
"sq4hB0bA5jL3X3tvK_-stg/G5WoDm7Rms4zNbJ3nc6hZA","human-bot","Large",27,2,2282,84.5185185185185,0.815301717142207,933,1275,74,0,475,0,457,0,18,2,603
"SSx_z68KEH-OtvG9dKWXdA/EyyZHyUzvZ_qNg0ZakuEzQ","human-bot","Small",2,1,51,25.5,0.46078431372549,47,4,0,0,16,0,16,0,0,0,32
"SukgCvzR87EKBoU5Y-18xQ/pGh1AgUoqw0vh4cdcRBomA","human-bot","Medium",5,1,789,157.8,0.734600760456273,547,232,5,5,30,0,30,0,0,1,99
"sWYGClymgLhIeWiJIuQc8g/hx0XvSczqVw1Gof9OfQLwQ","human","Large",8,0,65,8.125,0.732692307692307,65,0,0,0,0,0,0,0,0,NA,NA
"sY2PAfOkpMYA1r8y7Ba-pQ/LJXxPyblCK3mvgRdiIac2A","human","Small",3,0,54,18,0.518518518518518,54,0,0,0,0,0,0,0,0,NA,NA
"t3BGq4ezyjoWWYd8OPucHw/Oj2Xc5G5yAS1mSYg2u0h_w","human","Medium",4,0,137,34.25,0.47992700729927,116,21,0,0,0,0,0,0,0,4,18
"t9G9CZ6ZZN3RCh8Gw2LUQA/t9G9CZ6ZZN3RCh8Gw2LUQA","human-bot","Large",7,1,597,85.2857142857142,0.49868389566882,90,299,208,0,11,0,11,0,0,57,109
"tai2pbGeH48AsUT_ReocGw/0PFdre2srpJwbUvPhp9A3Q","human","Large",7,0,129,18.4285714285714,0.434108527131782,129,0,0,0,0,0,0,0,0,NA,NA
"TAUmLDnCsB_5f_6O51mhuQ/R1K9KASmvb8Inhszb5O6Cw","human","Small",2,0,122,61,0.155737704918032,68,43,11,0,0,0,0,0,0,NA,NA
"tAVanqc-A5zcoStGhqyJOg/_0UalxaL-gT6va34zbihIg","human","Small",3,0,51,17,0.274509803921568,51,0,0,0,0,0,0,0,0,NA,NA
"taYmhA4Y8TfncSP5HXQWxw/-tWN5zZkldtGUM_vrC_NYQ","human","Small",3,0,72,24,0.444444444444444,71,0,1,0,0,0,0,0,0,NA,NA
"TcHjRpnzF2qIwAEHHGAFAA/siHdJSIMcipwQwok068VBg","human","Large",68,0,155,2.27941176470588,0.345445920303605,155,0,0,0,0,0,0,0,0,NA,NA
"TcP5SeibeA2kHO-eCjEb_A/q0yQ84moEQteXOEmXByS6Q","human","Medium",4,0,73,18.25,0.70890410958904,73,0,0,0,0,0,0,0,0,NA,NA
"Tcy1P1nIBwNDdGoP4w1tTA/Q_C1L0CMujcnj8xu2n5CKQ","human-bot","Small",3,1,611,203.666666666666,0.282596835788325,456,152,3,0,32,0,32,0,0,1,362
"TEk1II0sHNO0wzc8Bmr2Qw/_3hki-UqTnlRP05wsmbGKg","human","Small",2,0,502,251,0.247011952191235,502,0,0,0,0,0,0,0,0,NA,NA
"tFbs-GWqw3og9b_1JLhLMA/_wwpHIbu7A9yiRYsr0nTfw","human-bot","Large",18,1,472,26.2222222222222,0.517655367231638,230,212,30,0,685,298,340,47,0,34,353
"tGkuygBTr65h9qtxGvS1Ww/ko8AQy0x9ICRA6YD2jMJ-g","human-bot","Large",8,1,255,31.875,0.43578431372549,246,9,0,0,16,0,16,0,0,34,9
"tmrgJ4vwH7jFwPVBXufbVQ/N0OvFnxTNh15VAVWH6rCsg","human-bot","Small",3,1,431,143.666666666666,0.205723124516628,146,239,46,0,123,0,123,0,0,97,64
"tNoTrAsC-bnIHSOewpbnkg/_DX9xw1fxp0mmIOoIselPg","human","Large",29,0,2655,91.551724137931,0.667316059484382,890,1594,171,0,0,0,0,0,0,70,856
"TrPgCErGRS4mKbM3PgQ9FQ/rRlDqf1tPX7h5q9BpbDT5w","human-bot","Small",3,1,162,54,0.502057613168724,126,21,15,0,39,0,39,0,0,0,89
"tu_WBtEY0PYgZuMUGf8EzA/iB4t-uJh_KJLcIBnYC936Q","human-bot","Large",8,1,223,27.875,0.240470852017937,0,89,134,0,4849,4849,0,0,0,NA,NA
"tu_WBtEY0PYgZuMUGf8EzA/u-MOye_FFfDeeJ3ZAIF2GQ","human-bot","Large",7,1,507,72.4285714285714,0.446322907861369,0,425,82,0,96,96,0,0,0,NA,NA
"tu_WBtEY0PYgZuMUGf8EzA/WqtsRf2zMxGQQZURVdVAmA","human-bot","Medium",5,1,243,48.6,0.296296296296296,0,208,35,0,101,101,0,0,0,NA,NA
"TYVqrqXbI7UztqQnQCEwaA/9L_jVczYjemKIrF9QZ5IMw","human","Small",2,0,26,13,0.307692307692307,26,0,0,0,0,0,0,0,0,NA,NA
"tzOdbObpFg-vSbow3RBUBg/siHdJSIMcipwQwok068VBg","human","Large",115,0,286,2.48695652173913,0.322043174217087,286,0,0,0,0,0,0,0,0,NA,NA
"U-R6FftZNnPX3Z03V-WQVw/bADiGRX3237Bii0MSDjihQ","human","Small",2,0,35,17.5,0.242857142857142,35,0,0,0,0,0,0,0,0,NA,NA
"U2kZmZmAGIPQEaAHvJfFzA/na9fZvZS9wvugyG7e3FXOg","human","Medium",5,0,136,27.2,0.635294117647058,95,41,0,0,0,0,0,0,0,0,54
"u4SR_sCIMwioNAavTs38Bg/JzvuaPemjHA-5NFCijm5iA","human","Small",3,0,57,19,0.584795321637426,57,0,0,0,0,0,0,0,0,NA,NA
"uGyfkls8Mz9OEgduSddfwQ/JQXMWPJaVE6E6VJq67i3Iw","human","Small",2,0,38,19,0.31578947368421,38,0,0,0,0,0,0,0,0,NA,NA
"UiYlmQoksvMhKeGhPBET8A/T6RMbaU70JtEvCRe0m5eiA","human","Large",9,0,201,22.3333333333333,0.278606965174129,58,140,3,0,0,0,0,0,0,NA,NA
"uknjpJjb2SWag0YfyvexyQ/95rSmj6Duasp2VVTrCocYA","human","Small",2,0,105,52.5,0.271428571428571,78,16,11,0,0,0,0,0,0,161,14
"uKwwTySphk9G-Gy-vAgg8Q/rPa0Q8VuZ-Db2GMj6HURIQ","human-bot","Large",10,1,492,49.2,0.659756097560975,234,158,100,0,14,0,14,0,0,3,90
"uLHPO58cQefwrJUbyhYOKQ/7YWOP8uDEeKDHQMWKqOoYA","human","Large",48,0,5748,119.75,0.782040129900255,1715,3891,142,0,0,0,0,0,0,0,1200
"uLvKXX_6CJ4zG3V_9-fGRw/0phqyMtr1ViSCZwf_Wsfbw","human-bot","Medium",6,1,293,48.8333333333333,0.319112627986348,101,185,7,0,12,0,12,0,0,NA,NA
"uLvKXX_6CJ4zG3V_9-fGRw/YGzgdzxRGvwVZcszx5HyCA","human-bot","Small",3,1,193,64.3333333333333,0.542314335060448,70,101,22,0,40,0,40,0,0,9,71
"um7LzBfZe08Dybkt91DmAw/Lup5q7PZREAPumATOTSu2w","human-bot","Small",2,1,204,102,0.181372549019607,139,0,65,0,12,0,12,0,0,29,12
"Upov08inUC57GbhLN2t8EA/wTITGGGTGw7jeQpLNGEPNw","human","Large",13,0,218,16.7692307692307,0.681721947776993,217,1,0,0,0,0,0,0,0,NA,NA
"Upov08inUC57GbhLN2t8EA/X-M1f8HEWNb_B4ip_Oj8aw","human","Large",7,0,303,43.2857142857142,0.578972182932579,302,1,0,0,0,0,0,0,0,NA,NA
"upXmEg8zrFjLrI3cnC2AUA/QPpexvYaTKHjS3IADB6fwA","human-bot","Small",3,1,54,18,0.592592592592592,54,0,0,0,16,0,16,0,0,NA,NA
"uRRk49zuEXdW4_9yY1dJYQ/nCBlsYUCZYe6TPM_Fxd5aw","human","Large",22,0,2197,99.8636363636363,0.733334712624653,715,1438,39,5,0,0,0,0,0,11,744
"UWJyf6rhuHr1t6VqewJSJw/7giqhSdPDPuL93qp1wkVbg","human-bot","Large",10,1,332,33.2,0.621686746987951,123,93,116,0,12,0,12,0,0,109,13
"UXnxmXZIYBAwqYdhbCQ3ow/bPcx_uHbeyFD1jtLb4NhQA","human-bot","Medium",5,1,35,7,0.457142857142857,33,2,0,0,17,12,5,0,0,NA,NA
"uYFCf-cYZN1KlzzT_fewHw/C7bplGG3uRAgUFOIx9H8Tg","human","Large",8,0,613,76.625,0.402324632952691,376,184,53,0,0,0,0,0,0,NA,NA
"uYFCf-cYZN1KlzzT_fewHw/Y7vtkVi2mXGY5XY8izVRAQ","human-bot","Large",7,1,112,16,0.635204081632653,109,3,0,0,15,0,15,0,0,NA,NA
"V1ClnCxzEayW6vxwu5Kdwg/-fQDEm8aZ0P-usZ1mjoWhA","human","Medium",6,0,183,30.5,0.622040072859744,183,0,0,0,0,0,0,0,0,2,59
"V58hL76xAvyUnitZGjXsZg/beTfOCLbtX7EJ6pz7qhbCA","human-bot","Large",8,1,277,34.625,0.622292418772563,196,71,10,0,26,0,26,0,0,20,34
"V58hL76xAvyUnitZGjXsZg/CnMANWJYuper3o2pVxj5Ew","human-bot","Large",7,1,332,47.4285714285714,0.512048192771084,213,91,28,0,24,0,24,0,0,20,26
"V58hL76xAvyUnitZGjXsZg/f_fYi3NTDNiT9Ln1go_XCQ","human","Large",7,0,193,27.5714285714285,0.583271650629163,137,48,2,6,0,0,0,0,0,39,16
"v5PGCtUnOV-prbrbzXGNPA/WvsVdePtbZE9ZgpZ_80moQ","human-bot","Medium",5,1,335,67,0.273432835820895,177,158,0,0,104,0,104,0,0,4,216
"v6qI7E9vYBfwISf3HgUhNA/mjr-Xibbk-edT_NW8Taiug","human","Large",11,0,915,83.1818181818181,0.594336810730253,597,285,2,31,0,0,0,0,0,19,44
"v97rmOrCmSiBXGMOYmHzNw/nXLq_jJeUPrdnSRMvK6aHw","human-bot","Medium",4,1,48,12,0.208333333333333,21,21,6,0,24,0,24,0,0,NA,NA
"VB7-UYcIeXSrqd_vn-XHHw/Hc3P61-rqlAi3CKs9VyS-w","human","Small",2,0,38,19,0.184210526315789,16,22,0,0,0,0,0,0,0,0,10
"vcZNKZQO7ROl9hmHInBhxg/J23SfU_92OmbdWb7hRno7g","human-bot","Medium",5,1,330,66,0.607272727272727,306,22,2,0,17,0,17,0,0,45,10
"vD0uV5LW1Km9JHSUpFan4A/lqTVYk6osFv-Vj-a_XSYgw","human-bot","Medium",6,1,157,26.1666666666666,0.63588110403397,44,93,20,0,10,0,10,0,0,0,68
"vD1mLoQ_CzlsnXcM1E_WOA/XM83BYKoM4QtXWStPYssrw","human-bot","Small",2,1,106,53,0.433962264150943,99,7,0,0,18,0,18,0,0,NA,NA
"vD1mLoQ_CzlsnXcM1E_WOA/Yk03OqUO6JLk05uYj9RK6Q","human-bot","Small",2,1,50,25,0.44,48,2,0,0,10,0,10,0,0,NA,NA
"VemkfETAeqVyhw0s77AlUw/ERsm7IP5zmTUg2sWF5b-cQ","human-bot","Large",14,1,1878,134.142857142857,0.753461128860489,1409,465,4,0,597,0,597,0,0,4,186
"VGYUfaNcvjujHdwS_xv9xA/dts2QrkRvgHdrxZCJYXG6w","human-bot","Small",2,1,90,45,0.244444444444444,36,32,22,0,12,0,12,0,0,1,9
"vihAQ-l2aJ5v4UYrXYRGiw/DEmu3nlEY-yVVBpaZ4dG_Q","human","Large",7,0,91,13,0.536891679748822,62,28,1,0,0,0,0,0,0,0,12
"VjnX-IGsAsRz8EJKMp6LLA/HQ9CHS_vbj1CSd6OM0aCoA","human-bot","Large",12,1,3609,300.75,0.703772974969982,2964,559,76,10,34,0,24,0,10,30,518
"VjnX-IGsAsRz8EJKMp6LLA/qZSqyEmsJJ_Rr7f9toRbwQ","human-bot","Medium",6,1,559,93.1666666666666,0.710494931425164,534,17,2,6,46,0,46,0,0,36,40
"vjYCi8YxMpUj_LaqRdiCXw/wPCNTC9mtdWb8MKJVr439g","human","Large",28,0,10705,382.321428571428,0.743961433242143,4230,2337,3997,141,0,0,0,0,0,4,21
"vlLrA8LGOcUxkQuGbs4TqA/LbQfqlh-Ihko3_Yii02dhQ","human","Medium",5,0,657,131.4,0.264231354642313,483,134,40,0,0,0,0,0,0,3,74
"vpAJthlySeoTSTCzS0iH9w/co9Uzr_rNRVxqxS0x1UpqA","human-bot","Medium",4,1,143,35.75,0.456293706293706,119,10,14,0,95,94,1,0,0,NA,NA
"vpAJthlySeoTSTCzS0iH9w/sqp31EVhmtR11ObVHrR64w","human-bot","Small",3,1,26,8.66666666666666,0.307692307692307,19,2,5,0,4,4,0,0,0,NA,NA
"vpAJthlySeoTSTCzS0iH9w/WC1ULBuXAws4mFhHGkKRrg","human-bot","Small",3,1,303,101,0.521452145214521,100,11,192,0,23,23,0,0,0,NA,NA
"vPBj0f5SKzg2w5tsEedbEg/XvGmFQm0lZLsha_oslkwqw","human-bot","Medium",5,1,244,48.8,0.424590163934426,40,45,159,0,88,0,88,0,0,149,27
"vPPJXk7AxaaZyPsmA3MniQ/1MKFInSTUx0FdxQKHtA5ZA","human-bot","Medium",4,1,158,39.5,0.490506329113924,138,8,0,12,78,0,78,0,0,0,22
"vPPJXk7AxaaZyPsmA3MniQ/euqt0qlPNtbUnKy41316mA","human-bot","Medium",4,2,297,74.25,0.521043771043771,275,5,0,17,177,0,167,0,10,0,20
"vPPJXk7AxaaZyPsmA3MniQ/V2np6VD0D86cCKKqiyiqBQ","human-bot","Medium",5,1,460,92,0.669565217391304,418,37,0,5,6,0,0,0,6,0,54
"vPPJXk7AxaaZyPsmA3MniQ/Z_HEmg-TvyxkKJnfMFEBZA","human","Medium",4,0,56,14,0.5,51,0,0,5,0,0,0,0,0,NA,NA
"vPPJXk7AxaaZyPsmA3MniQ/zleV_m6jaHAymnVsiTMoyw","human-bot","Small",2,1,156,78,0.294871794871794,156,0,0,0,113,0,113,0,0,0,8
"VR29dk897KtTuTy8-6tTEA/YaojuHA7TaUsER16xH6XOA","human","Small",2,0,106,53,0.490566037735849,103,3,0,0,0,0,0,0,0,0,42
"VrAilLEyu8jte7gC_scYoQ/JGviF30wBL8noDHZgizPMQ","human","Medium",5,0,406,81.2,0.307389162561576,402,4,0,0,0,0,0,0,0,NA,NA
"VwIKwrEh6EC2Plx7wEWUqA/34LXbF7r3lo29QFAHpAw_g","human-bot","Large",13,1,162,12.4615384615384,0.547008547008547,76,84,2,0,65,0,65,0,0,NA,NA
"vxcsg_XiPYMkF6HKKQIKKw/7U3Ty3NHEoOU-Yn2Txty6w","human","Small",2,0,20,10,0.2,20,0,0,0,0,0,0,0,0,NA,NA
"W2_tmyhwh3fDPHUI_1_e-Q/0qV9wdiD_SH7mVFpnfccxw","human","Medium",6,0,56,9.33333333333333,0.220238095238095,55,1,0,0,0,0,0,0,0,NA,NA
"W4pnBDhjfbFJasG_Wb6IUQ/eHBiHXyzCxrBPoJPQGa2kg","human","Medium",6,0,49,8.16666666666666,0.547619047619047,45,4,0,0,0,0,0,0,0,NA,NA
"w87Juxl1pog8gs0RjNk-YQ/47It4X8a-ajzwKlvuJsloA","human","Small",2,0,94,47,0.468085106382978,84,10,0,0,0,0,0,0,0,0,8
"WglrY9_epSzis_kVN3r8xg/V_qF_MegH45nMfTSaAEXNQ","human-bot","Large",7,1,432,61.7142857142857,0.423280423280423,61,339,32,0,79,0,79,0,0,28,49
"wgUYb2g0ePDgGxuwwwLalg/CKdco4XXr7w2-x3LaXtQUw","human","Medium",5,0,71,14.2,0.552112676056338,61,10,0,0,0,0,0,0,0,8,17
"WhgMY7iG7fy6zuGpEXC8oQ/GyQbz0zI2jn1mrD-bZLBcA","human","Large",7,0,574,82,0.400199104031856,72,152,350,0,0,0,0,0,0,NA,NA
"WhgMY7iG7fy6zuGpEXC8oQ/oYzx07TXb12aGfAz6hP-8A","human-bot","Small",3,1,124,41.3333333333333,0.46774193548387,72,42,10,0,15,0,15,0,0,19,13
"WJJUZF4Gae2fs7cc-MEsRA/1GtFEw4zRhvC7dZmNGApUA","human-bot","Medium",6,1,1146,191,0.483129726585224,938,87,94,27,12,0,12,0,0,11,261
"WJJUZF4Gae2fs7cc-MEsRA/Ap_VRTyTv49OCDvkORjKrg","human-bot","Medium",6,1,1240,206.666666666666,0.557258064516129,988,50,157,45,18,0,18,0,0,7,503
"wjoRrm_X_FiZ0wT6Yzp7cg/o3R79OVGALRbFj2Aqahz0g","human","Small",2,0,24,12,0.125,24,0,0,0,0,0,0,0,0,NA,NA
"WLaEz_1Nf-YWzHZa8bBgAA/pLoAhZ1cbPT38VYoSdXGmg","human","Small",3,0,3040,1013.33333333333,0.292105263157894,434,2606,0,0,0,0,0,0,0,3,365
"WMMEJn_D7axJ01w5Xw-8Dw/_Nihlptc3MQzfb0BwJR4hw","human-bot","Large",10,1,108,10.8,0.422222222222222,56,47,5,0,25,6,19,0,0,62,33
"WMMEJn_D7axJ01w5Xw-8Dw/-N1ej6eMv5iPgu1Tkoxc2A","human-bot","Large",12,1,181,15.0833333333333,0.55939226519337,70,52,59,0,117,14,103,0,0,NA,NA
"WMMEJn_D7axJ01w5Xw-8Dw/7F60C3mR08-_sYUM_MNHtA","human-bot","Large",7,1,38,5.42857142857142,0.300751879699248,31,6,1,0,11,6,5,0,0,NA,NA
"WMMEJn_D7axJ01w5Xw-8Dw/KC_7UlEgm8mLm9wwk7LDCg","human-bot","Large",8,1,105,13.125,0.594047619047619,37,50,18,0,36,6,30,0,0,47,41
"WMMEJn_D7axJ01w5Xw-8Dw/O8KdDIC1elOLPB08sR2lNw","human-bot","Large",7,1,53,7.57142857142857,0.463611859838274,23,22,8,0,8,2,6,0,0,NA,NA
"Wnm0-8FGezdR3V0XA1l8OQ/xoxVnZVtTKIPQ17XSm5x5g","human","Small",2,0,51,25.5,0.166666666666666,51,0,0,0,0,0,0,0,0,NA,NA
"wZomVVWBfuxk9Q0JPmcxlg/r_ZBq4_RkdsqBN6mcK9OfA","human-bot","Medium",5,1,328,65.6,0.415853658536585,120,199,9,0,10,0,10,0,0,5,79
"X-ueXyW9SABl-O0QT-f9PA/1T47iA8J3RsoOEZz5AgArw","human","Small",2,0,26,13,0.115384615384615,25,1,0,0,0,0,0,0,0,NA,NA
"X1pcjhqqelcsRxAhcbNu-w/HJ1fkoQOuwxXJ25L7FGEcw","human-bot","Medium",5,2,281,56.2,0.422775800711743,95,94,85,7,51,0,51,0,0,64,25
"x7QU8xqefX05ZXj5iogsWQ/H8AZrLiK64D6EviC6ycKwQ","human","Small",2,0,162,81,0,90,19,53,0,0,0,0,0,0,57,14
"XacqD2g7KS5vZlLLoEjBEg/XC3gDbWHNFTmxGftEzylhA","human","Small",3,0,77,25.6666666666666,0.251082251082251,68,9,0,0,0,0,0,0,0,0,38
"XRBgfqxqTPv4oBugzhrIIQ/iK05G_1WjUY5G1eVDLLaUg","human-bot","Large",10,1,836,83.6,0.634688995215311,314,441,81,0,352,0,352,0,0,3,272
"XsAyD24kLpQ3_jOwoIPleA/1ulsl5J_5ooofHtlXgWNkg","human-bot","Small",2,1,18,9,0.333333333333333,18,0,0,0,761,761,0,0,0,NA,NA
"XsAyD24kLpQ3_jOwoIPleA/TEiYHreRq2gEqKvaKfj-jg","human-bot","Large",12,1,1206,100.5,0.498894416804864,550,220,431,5,31,0,31,0,0,5,28
"xUHitt6_tbQU1U9fKA_JBg/FijNnq1-psXPKK1HqWOjag","human","Medium",4,0,70,17.5,0.1,70,0,0,0,0,0,0,0,0,NA,NA
"XuXFI64lL4N8L0qhRZRaHA/UjCYMfyEcl25wUC0ZQ8emg","human-bot","Small",3,1,187,62.3333333333333,0.559714795008912,183,4,0,0,45,0,45,0,0,23,21
"xWubIgj2VILg4snlrzsM4w/UalqK3B7G5LNe6qRInBKHw","human","Small",3,0,46,15.3333333333333,0.231884057971014,46,0,0,0,0,0,0,0,0,NA,NA
"Xypm-Uf6VpDCZQb2a95cIw/ALGrEQ2O2IOjbTrwJQ7iQA","human","Small",3,0,43,14.3333333333333,0.372093023255814,35,8,0,0,0,0,0,0,0,NA,NA
"XzO8A-Xg9BQZCmgnc6cjnA/74qWCiP2LGo1p5YmQ0fBhw","human","Small",2,0,74,37,0.31081081081081,58,2,14,0,0,0,0,0,0,0,5
"xzSWBJVkZPm-Mo4BaBQY0A/kWW4-6OgigFgIqWVHU0UJw","human","Small",2,0,35,17.5,0.471428571428571,35,0,0,0,0,0,0,0,0,NA,NA
"y2tuHVVF3jQ1CFnzAuXvzA/KVC-dDWpsVdeVLFMNpQodg","human-bot","Medium",6,1,990,165,0.68080808080808,883,75,20,12,218,0,218,0,0,NA,NA
